name,Cactus?,New?,Family,Subfamily,Tribe,Genus,Subgenus,Species group,Species subgroup,Species,Stock ID,NDSSC ID,genome source,genome accession,citation,read type,assm size,genome N50,sample type,sex,#,stage,material provider,location,GPS,country,collection date,original source,comments
Drosophila crucigera,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,crucigera,crucigera,Dcru_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"135,589,843","24,464,972",lab line,F,1,adult,Donald Price,,,,2021-Dec,,
Drosophila pullipes,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,crucigera,pullipes,Dpul_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"134,422,997","1,951,204",wild,M,1,adult,Donald Price,Hawaii: Army Rd Makai 3600',19.564N 155.231W,USA,2010-Nov-18,Karl Magnacca,
Drosophila grimshawi,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,crucigera,grimshawi,,15287-2541.00,NCBI RefSeq,GCF_018153295.1,"Kim et al. 2021, eLife",ONT R9.4.1 + Illumina,"191,382,978","23,286,615",lab line,F,6,adult,Donald Price,,,USA,,,
Drosophila engyochracea,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,orphnopeza,engyochracea,Deng_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"135,441,041","15,871,817",wild,F,1,adult,Donald Price,"Hawaii, HI",,USA,,,
Drosophila villosipedis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,orphnopeza,villosipedis,Dvil_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"134,573,727","12,713,188",wild,M,1,adult,Donald Price,"Kauai: Nualolo Trail, 3800'","22.132000, -159.660000",USA,2010-Jan-23,Karl Magnacca,
Drosophila limitata,0,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,orphnopeza,limitata,,,NCBI SRA,SRR10593252,"Suvorov et al. 2021, Curr Bio",Illumina,"158,701,524","12,527",wild,,,,E. Armstrong and D. Price,,,,,,
Drosophila ochracea,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,orphnopeza,ochracea,Doch_SHC-C070,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"135,306,413","13,012,772",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-13,Samuel Church,
Drosophila sproati,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,orphnopeza,sproati,DKPTOMS02,,NCBI GenBank,GCA_018904355.1,"Kim et al. 2021, eLife",ONT R9.4.1 + Illumina,"138,134,348","7,964,422",wild,MF,8,adult,Donald Price,"Waiakea Forest Reserve, HI","19.574513, -155.216191",USA,2019-Jun,Donald Price,
Drosophila murphyi,1,0,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,grimshawi,orphnopeza,murphyi,DKPHETFM01,,NCBI GenBank,GCA_018904325.1,"Kim et al. 2021, eLife",ONT R9.4.1 + Illumina,"153,852,709","11,375,470",lab line,MF,8,adult,Donald Price,Hawaii,"19.911621, -155.313161",USA,2018-Apr,Donald Price,
Drosophila dives,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,haleakalae,polita,dives,Ddiv_SHC-C142,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"136,012,669","4,877,032",wild,M,1,adult,Samuel Church,"Pu'u Maka'ala Natural Area Reserve, HI",,USA,2022-Oct-25,Samuel Church,
Drosophila multiciliata,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,haleakalae,anthrax,multiciliata,Dmlt_SHC-C078,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"132,171,797","13,307,071",wild,M,1,adult,Samuel Church,"Upper Waikea Forest Reserve, HI",,USA,2022-Oct-18,Samuel Church,
Drosophila demipolita,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,haleakalae,anthrax,demipolita,Ddem_SHC-C151,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"132,248,857","4,076,986",wild,M,1,adult,Samuel Church,"Upper Waikea Forest Reserve, HI",,USA,2022-Oct-25,Samuel Church,
Drosophila longiperda,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,haleakalae,cilifemorata,longiperda,Dlon_SHC-C139,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"134,214,776","5,374,872",wild,F,1,adult,Samuel Church,"Pu'u Maka'ala Natural Area Reserve, HI",,USA,2022-Oct-25,Samuel Church,
Drosophila fungiperda,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,haleakalae,haleakalae,fungiperda,Dfug_SHC-C036,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"132,210,884","6,143,944",wild,M,1,adult,Samuel Church,"Upper Waikea Forest Reserve, HI",,USA,2022-Oct-12,Samuel Church,
Drosophila melanosoma,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,haleakalae,scitula,melanosoma,Dmls_SHC-C177,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"133,151,279","3,753,840",wild,M,1,adult,Samuel Church,"Koke'e State Park, HI",,USA,2022-Nov-1,Samuel Church,
Drosophila mimica,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified mouthpart,mimica,mimica,Dmic_SHC-C044,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"142,248,586","5,000,283",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-05,Samuel Church,
Drosophila kambysellisi,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified mouthpart,conjectura,kambysellisi,Dkam_SHC-C100,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"150,025,887","4,777,679",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-13,Samuel Church,
Drosophila infuscata,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified mouthpart,mimica,infuscata,Dinf_SHC-C099,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"154,366,779","3,594,937",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-13,Samuel Church,
Drosophila cognata,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,antopocerus,diamphidiopoda,cognata,Dcog_SHC-C074,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"137,070,401","10,361,167",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-13,Samuel Church,
Drosophila yooni,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,antopocerus,diamphidiopoda,yooni,Dyoo_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"137,805,860","1,734,321",wild,M,1,adult,Donald Price,"Hawaii, HI",,USA,2007,,
Drosophila tanythrix,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,antopocerus,diamphidiopoda,tanythrix,Dtan_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"145,218,432","13,081,679",wild,M,1,adult,Donald Price,"Tom's Trail, HI",,USA,2022-Jan,,
Drosophila kokeensis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,split tarsus,kokeensis,Dkok_SHC-C184,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"137,360,078","8,387,460",wild,M,1,adult,Samuel Church,"Kuia Natural Area Reserve, HI",,USA,2022-Nov-2,Samuel Church,
Drosophila nr fundita,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,split tarsus,nr fundita,Dnrfun_SHC-C102,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"136,603,901","3,946,148",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-13,Samuel Church,
Drosophila cracens,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,split tarsus,cracens,Dcrc_SHC-C082,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"138,340,014","3,411,203",wild,M,1,adult,Samuel Church,"Upper Waikea Forest Reserve, HI",,USA,2022-Oct-18,Samuel Church,
Drosophila paracracens,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,split tarsus,paracracens,Dpcn_SHC-C089,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"136,672,539","8,026,734",wild,M,1,adult,Samuel Church,"Upper Waikea Forest Reserve, HI",,USA,2022-Oct-18,Samuel Church,
Drosophila imparisetae,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,ciliated tarsus,imparisetae,Dimp_SHC-C096,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"136,547,435","5,632,516",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-13,Samuel Church,
Drosophila nigritarsus,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,ciliated tarsus,nigritarsus,Dnit_SHC-C060,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"167,178,171","6,580,780",wild,M,1,adult,Samuel Church,"Ola'a Forest Reserve, HI",,USA,2022-Oct-6,Samuel Church,
Drosophila nr medialis 2,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,ciliated tarsus,nr medialis 2,Dnrmed2_SHC-C101,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"137,750,540","7,069,007",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-13,Samuel Church,
Drosophila nr medialis 3,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,ciliated tarsus,nr medialis 3,Dnrmed3_DKP,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R9.4.1 + Illumina,"136,698,498","3,480,823",wild,F,1,adult,Donald Price,"Tom's Trail, HI",,USA,2022-Jan,,
Drosophila seclusa,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,bristle tarsus,seclusa,Dscl_SHC-C011,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"135,676,904","3,931,036",wild,M,1,adult,Samuel Church,"Pu'u Maka'ala Natural Area Reserve, HI",,USA,2022-Oct-10,Samuel Church,
Drosophila nr. perissopoda 5,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,bristle tarsus,nr. perissopoda 5,Dnrprs5_SHC-C167,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"137,240,638","5,302,149",wild,M,1,adult,Samuel Church,"Na Pali Kona Forest Reserve, HI",,USA,2022-Nov-1,Samuel Church,"formerly ""kupee"" - DELETE"
Drosophila nr. perissopoda 1,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,bristle tarsus,nr. perissopoda 1,Dnrprs1_SHC-C186,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"141,321,204","1,847,206",wild,M,1,adult,Samuel Church,"Kuia Natural Area Reserve, HI",,USA,2022-Nov-2,Samuel Church,"formerly ""kuia"" - DELETE"
Drosophila atroscutellata,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,spoon tarsus,atroscutellata,Dasc_SHC-C168,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"132,412,710","22,232,325",wild,F,1,adult,Samuel Church,"Koke'e State Park, HI",,USA,2022-Nov-1,Samuel Church,
Drosophila trichaetosa,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,bristle tarsus,trichaetosa,Dtch_SHC-C086,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"136,293,988","4,071,654",wild,M,1,adult,Samuel Church,"Upper Waikea Forest Reserve, HI",,USA,2022-Oct-18,Samuel Church,
Drosophila neutralis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,spoon tarsus,neutralis,Dneu_SHC-C107,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"145,644,896","5,990,569",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-13,Samuel Church,
Drosophila percnosoma,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,spoon tarsus,percnosoma,Dpes_SHC-C008,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"138,081,886","2,688,829",wild,M,1,adult,Samuel Church,"Pu'u Maka'ala Natural Area Reserve, HI",,USA,2022-Oct-10,Samuel Church,
Drosophila incognita,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,spoon tarsus,incognita,Dicg_SHC-C104,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"139,501,700","4,863,250",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-13,Samuel Church,
Drosophila conformis,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,spoon tarsus,conformis,Dcnf_SHC-C065,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"139,250,349","3,227,644",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-5,Samuel Church,
Drosophila sordidapex,1,1,Drosophilidae,Drosophilinae,Drosophilini,Drosophila,Hawaiian Drosophila,modified tarsus,spoon tarsus,sordidapex,Dsrd_SHC-C027,,NCBI GenBank,PENDING,Kim et al. - PENDING,ONT R10.4.1 + Illumina,"139,085,443","3,193,695",wild,M,1,adult,Samuel Church,"Volcanoes National Park, HI",,USA,2022-Oct-5,Samuel Church,
